Chromosome	Range	SNPs	SNP_density	Missing	percent_missing	Missing_density	gene_density
7_80	1000000	231	0.000231	4	0.0173160173160173	4e-06	0.308091
7_81	1000000	219	0.000219	2	0.0091324200913242	2e-06	0.48917
7_82	1000000	215	0.000215	1	0.00465116279069767	1e-06	0.490681
7_83	1000000	183	0.000183	3	0.0163934426229508	3e-06	0.516245
7_84	1000000	95	9.5e-05	0	0	0	0.129779
7_85	1000000	126	0.000126	0	0	0	0.015422
7_86	1000000	152	0.000152	0	0	0	0.516307
7_87	1000000	257	0.000257	2	0.00778210116731518	2e-06	0.82725
7_88	1000000	220	0.00022	1	0.00454545454545455	1e-06	0.582795
7_89	1000000	162	0.000162	1	0.00617283950617284	1e-06	0.132559
7_90	1000000	222	0.000222	5	0.0225225225225225	5e-06	0.591167
7_91	1000000	104	0.000104	2	0.0192307692307692	2e-06	0.416243
7_92	1000000	159	0.000159	0	0	0	0.570027
7_93	1000000	200	0.0002	2	0.01	2e-06	0.178952
7_94	1000000	407	0.000407	5	0.0122850122850123	5e-06	0.600391
7_95	1000000	251	0.000251	3	0.0119521912350598	3e-06	0.653591
7_96	1000000	148	0.000148	0	0	0	0.203026
7_97	1000000	139	0.000139	1	0.00719424460431655	1e-06	0.271284
7_98	1000000	147	0.000147	0	0	0	0.445655
7_99	1000000	261	0.000261	10	0.0383141762452107	1e-05	0.67563
7_100	1000000	190	0.00019	2	0.0105263157894737	2e-06	0.557672
7_101	1000000	173	0.000173	0	0	0	0.73023
7_102	1000000	64	6.4e-05	2	0.03125	2e-06	0.822772
7_103	1000000	284	0.000284	2	0.00704225352112676	2e-06	0.716962
7_104	1000000	163	0.000163	0	0	0	0.923185
7_105	1000000	263	0.000263	1	0.00380228136882129	1e-06	0.553409
7_106	1000000	183	0.000183	1	0.00546448087431694	1e-06	0.353767
7_107	1000000	421	0.000421	7	0.0166270783847981	7e-06	0.810576
7_108	1000000	164	0.000164	1	0.00609756097560976	1e-06	0.17001
7_109	1000000	152	0.000152	0	0	0	0.005349
7_110	1000000	156	0.000156	3	0.0192307692307692	3e-06	0.696895
7_111	1000000	170	0.00017	3	0.0176470588235294	3e-06	0.820219
7_112	1000000	144	0.000144	2	0.0138888888888889	2e-06	0.22753
7_113	1000000	101	0.000101	0	0	0	0.316164
7_114	1000000	130	0.00013	2	0.0153846153846154	2e-06	0.432176
7_115	1000000	123	0.000123	0	0	0	0.147231
7_116	1000000	179	0.000179	0	0	0	0.557194
7_117	1000000	1342	0.001342	24	0.0178837555886736	2.4e-05	0.454733
7_118	1000000	100	0.0001	1	0.01	1e-06	0.001944
7_119	1000000	73	7.3e-05	1	0.0136986301369863	1e-06	0.086279
7_120	1000000	132	0.000132	1	0.00757575757575758	1e-06	0.821668
7_121	1000000	137	0.000137	0	0	0	0.352784
7_122	1000000	163	0.000163	0	0	0	0.614938
7_123	1000000	157	0.000157	2	0.0127388535031847	2e-06	0.289923
7_124	1000000	172	0.000172	1	0.00581395348837209	1e-06	0.146817
7_125	1000000	146	0.000146	0	0	0	0.023732
7_126	1000000	226	0.000226	1	0.00442477876106195	1e-06	0.814358
7_127	1000000	164	0.000164	1	0.00609756097560976	1e-06	0.56343
7_128	1000000	168	0.000168	1	0.00595238095238095	1e-06	0.547151
7_129	1000000	187	0.000187	0	0	0	0.619807
7_130	1000000	201	0.000201	1	0.00497512437810945	1e-06	0.72573
7_131	1000000	233	0.000233	0	0	0	0.435749
7_132	1000000	143	0.000143	0	0	0	0.777072
7_133	1000000	125	0.000125	0	0	0	0.913255
7_134	1000000	221	0.000221	1	0.00452488687782805	1e-06	0.563631
7_135	1000000	202	0.000202	0	0	0	0.373325
7_136	1000000	175	0.000175	1	0.00571428571428571	1e-06	0.386023
7_137	1000000	223	0.000223	2	0.00896860986547085	2e-06	0.659888
7_138	1000000	192	0.000192	1	0.00520833333333333	1e-06	0.675058
7_139	1000000	267	0.000267	1	0.00374531835205993	1e-06	0.675185
7_140	1000000	188	0.000188	5	0.0265957446808511	5e-06	0.66978
7_141	1000000	210	0.00021	0	0	0	0.576715
7_142	1000000	213	0.000213	4	0.0187793427230047	4e-06	0.626619
7_143	1000000	139	0.000139	2	0.0143884892086331	2e-06	0.467272
7_144	1000000	166	0.000166	1	0.00602409638554217	1e-06	0.430006
7_145	1000000	128	0.000128	2	0.015625	2e-06	0.18817
7_146	1000000	194	0.000194	0	0	0	1
7_147	1000000	305	0.000305	1	0.00327868852459016	1e-06	1
7_148	1000000	199	0.000199	1	0.0050251256281407	1e-06	0.545346
7_149	1000000	196	0.000196	6	0.0306122448979592	6e-06	0.482155
7_150	1000000	625	0.000625	13	0.0208	1.3e-05	0.484101
7_151	1000000	266	0.000266	3	0.0112781954887218	3e-06	0.784712
7_152	1000000	199	0.000199	1	0.0050251256281407	1e-06	0.269631
7_153	1000000	220	0.00022	5	0.0227272727272727	5e-06	0.415582
7_154	1000000	327	0.000327	3	0.00917431192660551	3e-06	0.646869
7_155	1000000	311	0.000311	2	0.00643086816720257	2e-06	0.231577
7_156	1000000	212	0.000212	2	0.00943396226415094	2e-06	0.501917
7_157	1000000	218	0.000218	3	0.0137614678899083	3e-06	0.814636
7_158	1000000	187	0.000187	2	0.0106951871657754	2e-06	0.778737
7_159	138663	14	0.000100964208188197	0	0	0	0.0312556341634034
8_0	1000000	244	0.000244	1	0.00409836065573771	1e-06	0.24681
8_1	1000000	350	0.00035	1	0.00285714285714286	1e-06	0.365214
8_2	1000000	421	0.000421	3	0.00712589073634204	3e-06	0.300506
8_3	1000000	695	0.000695	3	0.00431654676258993	3e-06	1
8_4	1000000	729	0.000729	4	0.00548696844993141	4e-06	0.853964
8_5	1000000	443	0.000443	3	0.00677200902934537	3e-06	0.001457
8_6	1000000	448	0.000448	3	0.00669642857142857	3e-06	0.371055
8_7	1000000	11	1.1e-05	2	0.181818181818182	2e-06	0.389512
8_8	1000000	264	0.000264	2	0.00757575757575758	2e-06	0.291453
8_9	1000000	268	0.000268	0	0	0	0.340088
8_10	1000000	347	0.000347	1	0.00288184438040346	1e-06	0.743195
8_11	1000000	283	0.000283	1	0.00353356890459364	1e-06	0.555852
8_12	1000000	147	0.000147	2	0.0136054421768707	2e-06	0.584915
8_13	1000000	351	0.000351	3	0.00854700854700855	3e-06	0.429455
8_14	1000000	434	0.000434	3	0.00691244239631336	3e-06	1
8_15	1000000	441	0.000441	2	0.00453514739229025	2e-06	0.358813
8_16	1000000	266	0.000266	2	0.0075187969924812	2e-06	0.156112
8_17	1000000	419	0.000419	2	0.00477326968973747	2e-06	0.720601
8_18	1000000	455	0.000455	6	0.0131868131868132	6e-06	0.552326
8_19	1000000	437	0.000437	3	0.0068649885583524	3e-06	0.486271
8_20	1000000	280	0.00028	1	0.00357142857142857	1e-06	0.110075
8_21	1000000	263	0.000263	2	0.00760456273764259	2e-06	0.274549
8_22	1000000	265	0.000265	3	0.0113207547169811	3e-06	0.815791
8_23	1000000	258	0.000258	1	0.00387596899224806	1e-06	0.29152
8_24	1000000	240	0.00024	0	0	0	0.164358
8_25	1000000	242	0.000242	0	0	0	0.518773
8_26	1000000	346	0.000346	3	0.00867052023121387	3e-06	0.404657
8_27	1000000	305	0.000305	0	0	0	0.676181
8_28	1000000	186	0.000186	1	0.00537634408602151	1e-06	0.673089
8_29	1000000	210	0.00021	2	0.00952380952380952	2e-06	0.266425
8_30	1000000	144	0.000144	0	0	0	0.569013
8_31	1000000	165	0.000165	0	0	0	0.535414
8_32	1000000	205	0.000205	1	0.0048780487804878	1e-06	0.625621
8_33	1000000	91	9.1e-05	0	0	0	0.162811
8_34	1000000	104	0.000104	0	0	0	0.001277
8_35	1000000	86	8.6e-05	0	0	0	0.559207
8_36	1000000	87	8.7e-05	1	0.0114942528735632	1e-06	0.154074
8_37	1000000	152	0.000152	3	0.0197368421052632	3e-06	0.300766
8_38	1000000	259	0.000259	3	0.0115830115830116	3e-06	0.664658
8_39	1000000	136	0.000136	0	0	0	0.671014
8_40	1000000	221	0.000221	1	0.00452488687782805	1e-06	0.413519
8_41	1000000	155	0.000155	1	0.00645161290322581	1e-06	0.511173
8_42	1000000	140	0.00014	1	0.00714285714285714	1e-06	0.604111
8_43	1000000	73	7.3e-05	1	0.0136986301369863	1e-06	0.164857
8_44	0	0	0	0	0	0	0
8_45	0	0	0	0	0	0	0
8_46	1000000	4	4e-06	0	0	0	0
8_47	1000000	79	7.9e-05	1	0.0126582278481013	1e-06	0.068378
8_48	1000000	61	6.1e-05	0	0	0	0.742287
8_49	1000000	102	0.000102	1	0.00980392156862745	1e-06	0.04808
8_50	1000000	115	0.000115	0	0	0	0.193754
8_51	1000000	129	0.000129	0	0	0	0.705957
8_52	1000000	184	0.000184	3	0.016304347826087	3e-06	0.630294
8_53	1000000	187	0.000187	1	0.0053475935828877	1e-06	0.436111
8_54	1000000	153	0.000153	1	0.0065359477124183	1e-06	0.375503
8_55	1000000	169	0.000169	1	0.00591715976331361	1e-06	0.260343
8_56	1000000	202	0.000202	1	0.00495049504950495	1e-06	0.650943
8_57	1000000	204	0.000204	2	0.00980392156862745	2e-06	0.188103
8_58	1000000	166	0.000166	1	0.00602409638554217	1e-06	0.12159
8_59	1000000	270	0.00027	0	0	0	0.500557
8_60	1000000	138	0.000138	0	0	0	0.034216
8_61	1000000	192	0.000192	1	0.00520833333333333	1e-06	0.405339
8_62	1000000	182	0.000182	1	0.00549450549450549	1e-06	0.428038
8_63	1000000	193	0.000193	1	0.00518134715025907	1e-06	0.794429
8_64	1000000	111	0.000111	1	0.00900900900900901	1e-06	0.062374
8_65	1000000	151	0.000151	1	0.00662251655629139	1e-06	0.216499
8_66	1000000	129	0.000129	2	0.0155038759689922	2e-06	0.346511
8_67	1000000	105	0.000105	0	0	0	0.594196
8_68	1000000	182	0.000182	3	0.0164835164835165	3e-06	0.715131
8_69	1000000	225	0.000225	1	0.00444444444444444	1e-06	0.835696
8_70	1000000	253	0.000253	1	0.00395256916996047	1e-06	0.419209
8_71	1000000	104	0.000104	0	0	0	0.45617
8_72	1000000	292	0.000292	3	0.0102739726027397	3e-06	0.399373
8_73	1000000	240	0.00024	1	0.00416666666666667	1e-06	0.514399
8_74	1000000	187	0.000187	0	0	0	0.568474
8_75	1000000	196	0.000196	0	0	0	0.342493
8_76	1000000	167	0.000167	1	0.00598802395209581	1e-06	0.027146
8_77	1000000	168	0.000168	1	0.00595238095238095	1e-06	0.278516
8_78	1000000	127	0.000127	1	0.0078740157480315	1e-06	0
8_79	1000000	131	0.000131	0	0	0	0.215638
8_80	1000000	158	0.000158	3	0.0189873417721519	3e-06	0.224842
8_81	1000000	163	0.000163	1	0.00613496932515337	1e-06	0.493829
8_82	1000000	193	0.000193	0	0	0	0.195953
8_83	1000000	137	0.000137	0	0	0	0.001483
8_84	1000000	134	0.000134	0	0	0	0.002351
8_85	1000000	110	0.00011	0	0	0	0.742563
8_86	1000000	80	8e-05	1	0.0125	1e-06	0.2586
8_87	1000000	213	0.000213	1	0.00469483568075117	1e-06	0.593471
8_88	1000000	138	0.000138	1	0.0072463768115942	1e-06	0.404546
8_89	1000000	146	0.000146	0	0	0	0.447858
8_90	1000000	176	0.000176	1	0.00568181818181818	1e-06	0.13874
8_91	1000000	117	0.000117	1	0.00854700854700855	1e-06	0.464183
8_92	1000000	126	0.000126	1	0.00793650793650794	1e-06	0.370311
8_93	1000000	113	0.000113	1	0.00884955752212389	1e-06	0.273767
8_94	1000000	156	0.000156	1	0.00641025641025641	1e-06	0.501488
8_95	1000000	185	0.000185	1	0.00540540540540541	1e-06	0.51829
8_96	1000000	274	0.000274	1	0.00364963503649635	1e-06	0.640876
8_97	1000000	174	0.000174	0	0	0	0.585246
8_98	1000000	185	0.000185	0	0	0	0.444157
8_99	1000000	154	0.000154	1	0.00649350649350649	1e-06	0.741444
8_100	1000000	80	8e-05	0	0	0	0.915516
8_101	1000000	199	0.000199	0	0	0	0.452928
8_102	1000000	224	0.000224	1	0.00446428571428571	1e-06	0.515153
8_103	1000000	269	0.000269	0	0	0	0.445653
8_104	1000000	197	0.000197	1	0.0050761421319797	1e-06	0.737056
8_105	1000000	195	0.000195	0	0	0	0.474816
8_106	1000000	203	0.000203	1	0.00492610837438424	1e-06	0.489514
8_107	1000000	190	0.00019	0	0	0	0.49482
8_108	1000000	212	0.000212	1	0.00471698113207547	1e-06	0.338367
8_109	1000000	124	0.000124	1	0.00806451612903226	1e-06	0.193569
8_110	1000000	152	0.000152	0	0	0	0.464914
8_111	1000000	100	0.0001	0	0	0	0.00255
8_112	1000000	92	9.2e-05	0	0	0	0.000557
8_113	1000000	124	0.000124	1	0.00806451612903226	1e-06	0.764844
8_114	1000000	159	0.000159	0	0	0	0.449242
8_115	1000000	142	0.000142	1	0.00704225352112676	1e-06	0.000528
8_116	1000000	131	0.000131	0	0	0	0.29777
8_117	1000000	166	0.000166	0	0	0	0.530687
8_118	1000000	219	0.000219	0	0	0	0.396889
8_119	1000000	278	0.000278	0	0	0	0.690647
8_120	1000000	186	0.000186	1	0.00537634408602151	1e-06	0.406351
8_121	1000000	188	0.000188	2	0.0106382978723404	2e-06	0.714197
8_122	1000000	203	0.000203	1	0.00492610837438424	1e-06	0.033304
8_123	1000000	201	0.000201	0	0	0	0.194078
8_124	1000000	269	0.000269	1	0.00371747211895911	1e-06	0.589328
8_125	1000000	237	0.000237	0	0	0	0.578419
8_126	1000000	205	0.000205	0	0	0	0.404036
8_127	1000000	214	0.000214	0	0	0	0.008575
8_128	1000000	300	0.0003	1	0.00333333333333333	1e-06	0.163927
8_129	1000000	259	0.000259	1	0.00386100386100386	1e-06	0.113572
8_130	1000000	217	0.000217	2	0.00921658986175115	2e-06	0.212255
8_131	1000000	228	0.000228	1	0.0043859649122807	1e-06	0.627908
8_132	1000000	189	0.000189	0	0	0	0.137145
8_133	1000000	296	0.000296	3	0.0101351351351351	3e-06	0.814048
8_134	1000000	388	0.000388	0	0	0	0.3889
8_135	1000000	265	0.000265	1	0.00377358490566038	1e-06	0.235876
8_136	1000000	197	0.000197	2	0.0101522842639594	2e-06	0.255723
8_137	1000000	162	0.000162	2	0.0123456790123457	2e-06	0
8_138	1000000	202	0.000202	1	0.00495049504950495	1e-06	0.180055
8_139	1000000	312	0.000312	2	0.00641025641025641	2e-06	0.788347
8_140	1000000	298	0.000298	0	0	0	0.347911
8_141	1000000	195	0.000195	1	0.00512820512820513	1e-06	0.910437
8_142	1000000	262	0.000262	1	0.00381679389312977	1e-06	0.19434
8_143	1000000	246	0.000246	12	0.0487804878048781	1.2e-05	0.395166
8_144	1000000	208	0.000208	5	0.0240384615384615	5e-06	0.459159
8_145	1000000	138	0.000138	1	0.0072463768115942	1e-06	0.615636
8_146	364022	51	0.000140101422441501	0	0	0	0.379806714978765
9_0	1000000	361	0.000361	4	0.0110803324099723	4e-06	0.749722
9_1	1000000	411	0.000411	1	0.0024330900243309	1e-06	0.007663
9_2	1000000	433	0.000433	3	0.0069284064665127	3e-06	0.407771
9_3	1000000	306	0.000306	1	0.00326797385620915	1e-06	0.530616
9_4	1000000	455	0.000455	4	0.00879120879120879	4e-06	0.611557
9_5	1000000	199	0.000199	1	0.0050251256281407	1e-06	0.620688
9_6	1000000	234	0.000234	0	0	0	0.569527
9_7	1000000	408	0.000408	2	0.00490196078431373	2e-06	0.279604
9_8	1000000	401	0.000401	0	0	0	0.685755
9_9	1000000	362	0.000362	0	0	0	1
9_10	1000000	293	0.000293	1	0.00341296928327645	1e-06	0.613274
9_11	1000000	197	0.000197	2	0.0101522842639594	2e-06	0.00135
9_12	1000000	311	0.000311	0	0	0	0.067787
9_13	1000000	283	0.000283	1	0.00353356890459364	1e-06	0.303752
9_14	1000000	406	0.000406	2	0.00492610837438424	2e-06	0.589803
9_15	1000000	210	0.00021	0	0	0	0.678103
9_16	1000000	365	0.000365	1	0.00273972602739726	1e-06	0.461286
9_17	1000000	233	0.000233	2	0.00858369098712446	2e-06	0.587384
9_18	1000000	356	0.000356	2	0.00561797752808989	2e-06	0.509629
9_19	1000000	260	0.00026	0	0	0	0.618833
9_20	1000000	270	0.00027	0	0	0	0.616163
9_21	1000000	236	0.000236	6	0.0254237288135593	6e-06	0.258612
9_22	1000000	232	0.000232	1	0.00431034482758621	1e-06	0.304743
9_23	1000000	211	0.000211	0	0	0	0.137768
9_24	1000000	171	0.000171	1	0.00584795321637427	1e-06	0.002456
9_25	1000000	242	0.000242	3	0.012396694214876	3e-06	0.002997
9_26	1000000	217	0.000217	1	0.00460829493087558	1e-06	0.200511
9_27	1000000	321	0.000321	0	0	0	0.520416
9_28	1000000	298	0.000298	1	0.00335570469798658	1e-06	1
9_29	1000000	231	0.000231	1	0.00432900432900433	1e-06	0.217126
9_30	1000000	132	0.000132	0	0	0	0.029207
9_31	1000000	145	0.000145	0	0	0	0.003003
9_32	1000000	236	0.000236	1	0.00423728813559322	1e-06	0.212597
9_33	1000000	189	0.000189	3	0.0158730158730159	3e-06	0.579008
9_34	1000000	184	0.000184	1	0.00543478260869565	1e-06	0.541222
9_35	1000000	218	0.000218	5	0.0229357798165138	5e-06	0.618737
9_36	1000000	224	0.000224	0	0	0	0.536405
9_37	1000000	198	0.000198	1	0.00505050505050505	1e-06	0.728812
9_38	1000000	194	0.000194	0	0	0	0.153396
9_39	1000000	6	6e-06	0	0	0	0.273999
9_40	1000000	2	2e-06	1	0.5	1e-06	0.245472
9_41	0	0	0	0	0	0	0.102334
9_42	0	0	0	0	0	0	0.173728
9_43	1000000	1	1e-06	0	0	0	0.32148
9_44	1000000	20	2e-05	2	0.1	2e-06	0.189943
9_45	0	0	0	0	0	0	0.020893
9_46	0	0	0	0	0	0	0.191269
9_47	0	0	0	0	0	0	0.029099
9_48	0	0	0	0	0	0	0
9_49	0	0	0	0	0	0	0
9_50	0	0	0	0	0	0	0
9_51	0	0	0	0	0	0	0
9_52	0	0	0	0	0	0	0
9_53	0	0	0	0	0	0	0
9_54	0	0	0	0	0	0	0
9_55	0	0	0	0	0	0	0
9_56	0	0	0	0	0	0	0
9_57	0	0	0	0	0	0	0
9_58	0	0	0	0	0	0	0
9_59	0	0	0	0	0	0	0
9_60	0	0	0	0	0	0	0
9_61	0	0	0	0	0	0	0
9_62	0	0	0	0	0	0	0
9_63	0	0	0	0	0	0	0
9_64	0	0	0	0	0	0	0
9_65	0	0	0	0	0	0	0.121342
9_66	1000000	3	3e-06	0	0	0	0.082828
9_67	0	0	0	0	0	0	0.11713
9_68	1000000	4	4e-06	1	0.25	1e-06	0.095943
9_69	1000000	6	6e-06	0	0	0	0.235398
9_70	1000000	3	3e-06	0	0	0	0.220255
9_71	1000000	209	0.000209	1	0.00478468899521531	1e-06	0.728012
9_72	1000000	180	0.00018	0	0	0	0.701083
9_73	1000000	237	0.000237	0	0	0	0.616139
9_74	1000000	193	0.000193	1	0.00518134715025907	1e-06	0.370724
9_75	1000000	187	0.000187	1	0.0053475935828877	1e-06	0.400395
9_76	1000000	148	0.000148	1	0.00675675675675676	1e-06	0.004751
9_77	1000000	198	0.000198	0	0	0	0.493458
9_78	1000000	317	0.000317	1	0.00315457413249211	1e-06	0.473438
9_79	1000000	242	0.000242	4	0.0165289256198347	4e-06	0.607391
9_80	1000000	186	0.000186	1	0.00537634408602151	1e-06	0.636178
9_81	1000000	255	0.000255	1	0.00392156862745098	1e-06	0.002419
9_82	1000000	228	0.000228	2	0.0087719298245614	2e-06	0.176962
9_83	1000000	210	0.00021	0	0	0	0.002449
9_84	1000000	178	0.000178	1	0.00561797752808989	1e-06	0.177331
9_85	1000000	213	0.000213	0	0	0	0.226708
9_86	1000000	246	0.000246	1	0.0040650406504065	1e-06	0.533154
9_87	1000000	206	0.000206	3	0.0145631067961165	3e-06	0.35504
9_88	1000000	159	0.000159	0	0	0	0.546055
9_89	1000000	243	0.000243	1	0.00411522633744856	1e-06	0.102263
9_90	1000000	259	0.000259	0	0	0	0.32735
9_91	1000000	163	0.000163	2	0.0122699386503067	2e-06	0.395319
9_92	1000000	221	0.000221	1	0.00452488687782805	1e-06	0.200217
9_93	1000000	260	0.00026	0	0	0	0.338258
9_94	1000000	188	0.000188	2	0.0106382978723404	2e-06	0.506688
9_95	1000000	129	0.000129	1	0.00775193798449612	1e-06	0.759466
9_96	1000000	181	0.000181	0	0	0	0.461093
9_97	1000000	143	0.000143	3	0.020979020979021	3e-06	0.753725
9_98	1000000	198	0.000198	1	0.00505050505050505	1e-06	0.387587
9_99	1000000	105	0.000105	0	0	0	0.625063
9_100	1000000	215	0.000215	0	0	0	0.671124
9_101	1000000	297	0.000297	1	0.00336700336700337	1e-06	0.73752
9_102	1000000	106	0.000106	1	0.00943396226415094	1e-06	0.419187
9_103	1000000	175	0.000175	0	0	0	0.486859
9_104	1000000	312	0.000312	3	0.00961538461538462	3e-06	0.367756
9_105	1000000	242	0.000242	1	0.00413223140495868	1e-06	0.027813
9_106	1000000	183	0.000183	2	0.0109289617486339	2e-06	0.059586
9_107	1000000	421	0.000421	2	0.00475059382422803	2e-06	0.196393
9_108	1000000	169	0.000169	1	0.00591715976331361	1e-06	0.412974
9_109	1000000	254	0.000254	1	0.00393700787401575	1e-06	0.193867
9_110	1000000	295	0.000295	1	0.00338983050847458	1e-06	0.162715
9_111	1000000	289	0.000289	0	0	0	0.348697
9_112	1000000	265	0.000265	1	0.00377358490566038	1e-06	0.747882
9_113	1000000	301	0.000301	1	0.00332225913621262	1e-06	0.558348
9_114	1000000	230	0.00023	2	0.00869565217391304	2e-06	0.536926
9_115	1000000	203	0.000203	1	0.00492610837438424	1e-06	0.664733
9_116	1000000	295	0.000295	0	0	0	0.58505
9_117	1000000	345	0.000345	2	0.00579710144927536	2e-06	0.563194
9_118	1000000	185	0.000185	0	0	0	0.285687
9_119	1000000	296	0.000296	0	0	0	0.977097
9_120	1000000	240	0.00024	1	0.00416666666666667	1e-06	0.191745
9_121	1000000	208	0.000208	1	0.00480769230769231	1e-06	0.07156
9_122	1000000	239	0.000239	2	0.00836820083682008	2e-06	0.131739
9_123	1000000	165	0.000165	1	0.00606060606060606	1e-06	0.64591
9_124	1000000	201	0.000201	2	0.00995024875621891	2e-06	0.715362
9_125	1000000	183	0.000183	0	0	0	0.499022
9_126	1000000	227	0.000227	1	0.00440528634361234	1e-06	0.628599
9_127	1000000	127	0.000127	1	0.0078740157480315	1e-06	0.855911
9_128	1000000	167	0.000167	2	0.0119760479041916	2e-06	0.598985
9_129	1000000	225	0.000225	1	0.00444444444444444	1e-06	0.6336
9_130	1000000	193	0.000193	2	0.0103626943005181	2e-06	0.726381
9_131	1000000	148	0.000148	0	0	0	0.729936
9_132	1000000	265	0.000265	5	0.0188679245283019	5e-06	0.518054
9_133	1000000	302	0.000302	9	0.0298013245033113	9e-06	0.600254
9_134	1000000	210	0.00021	3	0.0142857142857143	3e-06	0.625364
9_135	1000000	296	0.000296	1	0.00337837837837838	1e-06	0.777057
9_136	1000000	390	0.00039	6	0.0153846153846154	6e-06	0.63378
9_137	1000000	354	0.000354	5	0.0141242937853107	5e-06	0.407831
9_138	1000000	320	0.00032	3	0.009375	3e-06	0.420026
9_139	1000000	284	0.000284	9	0.0316901408450704	9e-06	0.524892
9_140	1000000	192	0.000192	4	0.0208333333333333	4e-06	0.867187
9_141	213431	12	5.62242598310461e-05	0	0	0	0.409762405648664
10_0	1000000	133	0.000133	1	0.0075187969924812	1e-06	0
10_1	1000000	359	0.000359	1	0.00278551532033426	1e-06	0
10_2	1000000	310	0.00031	1	0.0032258064516129	1e-06	0
10_3	1000000	363	0.000363	3	0.00826446280991736	3e-06	0
10_4	1000000	292	0.000292	0	0	0	0
10_5	1000000	335	0.000335	1	0.00298507462686567	1e-06	0
10_6	1000000	496	0.000496	5	0.0100806451612903	5e-06	0
10_7	1000000	294	0.000294	0	0	0	0
10_8	1000000	308	0.000308	1	0.00324675324675325	1e-06	0
10_9	1000000	187	0.000187	0	0	0	0
10_10	1000000	253	0.000253	0	0	0	0
10_11	1000000	286	0.000286	0	0	0	0
10_12	1000000	328	0.000328	3	0.00914634146341463	3e-06	0
10_13	1000000	341	0.000341	1	0.00293255131964809	1e-06	0
10_14	1000000	380	0.00038	3	0.00789473684210526	3e-06	0
10_15	1000000	235	0.000235	0	0	0	0
10_16	1000000	279	0.000279	1	0.003584229390681	1e-06	0
10_17	1000000	270	0.00027	4	0.0148148148148148	4e-06	0
10_18	1000000	273	0.000273	2	0.00732600732600733	2e-06	0
10_19	1000000	225	0.000225	1	0.00444444444444444	1e-06	0
10_20	1000000	296	0.000296	0	0	0	0
10_21	1000000	180	0.00018	0	0	0	0
10_22	1000000	116	0.000116	1	0.00862068965517241	1e-06	0
10_23	1000000	161	0.000161	0	0	0	0
10_24	1000000	245	0.000245	1	0.00408163265306122	1e-06	0
10_25	1000000	206	0.000206	2	0.00970873786407767	2e-06	0
10_26	1000000	201	0.000201	1	0.00497512437810945	1e-06	0
10_27	1000000	187	0.000187	2	0.0106951871657754	2e-06	0
10_28	1000000	201	0.000201	1	0.00497512437810945	1e-06	0
10_29	1000000	299	0.000299	0	0	0	0
10_30	1000000	291	0.000291	2	0.00687285223367698	2e-06	0
10_31	1000000	154	0.000154	1	0.00649350649350649	1e-06	0
10_32	1000000	154	0.000154	0	0	0	0
10_33	1000000	247	0.000247	2	0.00809716599190283	2e-06	0
10_34	1000000	190	0.00019	0	0	0	0
10_35	1000000	104	0.000104	0	0	0	0
10_36	1000000	191	0.000191	0	0	0	0
10_37	1000000	126	0.000126	1	0.00793650793650794	1e-06	0
10_38	1000000	67	6.7e-05	1	0.0149253731343284	1e-06	0
10_39	1000000	5	5e-06	1	0.2	1e-06	0
10_40	0	0	0	0	0	0	0
10_41	0	0	0	0	0	0	0
10_42	1000000	18	1.8e-05	0	0	0	0
10_43	1000000	223	0.000223	9	0.0403587443946188	9e-06	0
10_44	1000000	217	0.000217	1	0.00460829493087558	1e-06	0
10_45	1000000	201	0.000201	3	0.0149253731343284	3e-06	0
10_46	1000000	29	2.9e-05	0	0	0	0
10_47	1000000	37	3.7e-05	1	0.027027027027027	1e-06	0
10_48	1000000	96	9.6e-05	0	0	0	0
10_49	1000000	149	0.000149	0	0	0	0
10_50	1000000	274	0.000274	6	0.0218978102189781	6e-06	0
10_51	1000000	40	4e-05	2	0.05	2e-06	0
10_52	1000000	182	0.000182	2	0.010989010989011	2e-06	0
10_53	1000000	278	0.000278	4	0.0143884892086331	4e-06	0
10_54	1000000	273	0.000273	1	0.00366300366300366	1e-06	0
10_55	1000000	251	0.000251	0	0	0	0
10_56	1000000	232	0.000232	2	0.00862068965517241	2e-06	0
10_57	1000000	131	0.000131	1	0.00763358778625954	1e-06	0
10_58	1000000	163	0.000163	1	0.00613496932515337	1e-06	0
10_59	1000000	177	0.000177	0	0	0	0
10_60	1000000	144	0.000144	0	0	0	0
10_61	1000000	261	0.000261	1	0.00383141762452107	1e-06	0
10_62	1000000	167	0.000167	0	0	0	0
10_63	1000000	186	0.000186	1	0.00537634408602151	1e-06	0
10_64	1000000	200	0.0002	1	0.005	1e-06	0
10_65	1000000	144	0.000144	1	0.00694444444444444	1e-06	0
10_66	1000000	150	0.00015	1	0.00666666666666667	1e-06	0
10_67	1000000	233	0.000233	1	0.00429184549356223	1e-06	0
10_68	1000000	272	0.000272	1	0.00367647058823529	1e-06	0
10_69	1000000	134	0.000134	2	0.0149253731343284	2e-06	0
10_70	1000000	152	0.000152	0	0	0	0
10_71	1000000	398	0.000398	2	0.0050251256281407	2e-06	0
10_72	1000000	355	0.000355	2	0.00563380281690141	2e-06	0
10_73	1000000	372	0.000372	0	0	0	0
10_74	1000000	90	9e-05	0	0	0	0
10_75	1000000	115	0.000115	2	0.0173913043478261	2e-06	0
